release_year,revenue_adj
2015,10554653
2015,11329474
2015,12137055
2015,12515171
2015,13187081
2015,13276747
2015,13289393
2015,13671899
2015,14722220
2015,15328184
2015,16257406
2015,16332698
2015,16547831
2015,16872793
2015,19845485
2015,20566197
2015,22079990
2015,22910495
2015,24150008
2015,25199786
2015,25951427
2015,27006775
2015,27811567
2015,27985063
2015,28081356
2015,29614536
2015,29668369
2015,30220317
2015,31489100
2015,31686509
2015,32569603
2015,33111785
2015,33678189
2015,33919846
2015,37050348
2015,37190013
2015,38019285
2015,38076655
2015,39219377
2015,39251240
2015,39535137
2015,40046326
2015,40449857
2015,42053236
2015,44733667
2015,45322312
2015,46150034
2015,47545764
2015,48204295
2015,48651435
2015,50065340
2015,54260337
2015,54923976
2015,55451295
2015,56287362
2015,56624786
2015,56690166
2015,57110025
2015,57851497
2015,57972193
2015,58981844
2015,59056175
2015,62366880
2015,65836684
2015,66819267
2015,68705406
2015,71851557
2015,73415857
2015,75759810
2015,77303717
2015,78671281
2015,79099970
2015,81278719
2015,84373004
2015,86315059
2015,87802916
2015,89765511
2015,90574017
2015,91793583
2015,93043293
2015,93903685
2015,95959501
2015,96033411
2015,96610126
2015,97990494
2015,98989419
2015,99493457
2015,112619963
2015,118117202
2015,122678732
2015,123021160
2015,126900666
2015,129164861
2015,129532073
2015,138157089
2015,141645864
2015,143299245
2015,149601569
2015,154539320
2015,169268631
2015,178999420
2015,185504110
2015,187153295
2015,192312730
2015,198594430
2015,215055014
2015,216812826
2015,221131463
2015,224146025
2015,226534364
2015,264505582
2015,271619025
2015,286356246
2015,286666383
2015,299709578
2015,305371921
2015,339361177
2015,348161293
2015,371497802
2015,405355076
2015,428888672
2015,432851375
2015,477113780
2015,490314247
2015,498963025
2015,524079119
2015,547749654
2015,598481290
2015,627743452
2015,785411575
2015,810220284
2015,1064192017
2015,1292632337
2015,1385748801
2015,1392445893
2015,1902723130
